|arrests|tags
7025|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7026|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7027|UNLAWFUL INHALATION|Misc Drugs
7028|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7029|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7030|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7031|AGGRAVATED ASSAULT|Assault
7032|POSSESSION OF FIREARM BY A FELON|Firearms
7033|AGGRAVATED WEAPONS VIOLATION|Weapons
7034|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7035|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7036|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7037|SIGNAL TURN 100 FEET|Traffic Violation
7038|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
7039|NO DRIVER'S LICENSE|License
7040|ILLEGAL TAG|Traffic Violation
7041|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
7042|ASSAULT, AGGRAVATED, FIREARMS|Firearms
7043|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7044|DOMESTIC BATTERY BODILY HARM|Battery
7045|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7046|UNLAWFUL RESTRAINT DOMESTIC VIOLENCE|Domestic Violence
7047|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7048|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7049|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
7050|FAILURE TO SIGNAL TURN|Traffic Violation
7051|UNLAWFUL POSSESSION OF METH|Meth
7052|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
7053|DUI|DUI
7054|DUI INCAPABLE OF SAFELY OPERATING|DUI
7055|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
7056|WRONG WAY ON ONE WAY STREET|Traffic Violation
7057|UNLAWFUL POSSESSION OF METH|Meth
7058|POSSESSION OF NARCOTICS|Narcotics
7059|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7060|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
7061|TAIL LAMPS|Traffic Violation
7062|UNLAWFUL POSSESSION OF METH|Meth
7063|POSSESSION OF NARCOTICS|Narcotics
7064|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7065|IMPROPER RIGHT TURN|Traffic Violation
7066|UNSAFE LANE CHANGE|Traffic Violation
7067|DUI INCAPABLE OF SAFELY OPERATING|DUI
7068|DUI|DUI
7069|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
7070|BATTERY BODILY HARM DOMESTIC|Battery
7071|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7072|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7073|FIGHTING/DOMESTIC VIOLENCE|Domestic Violence
7074|LARCENY B SHOPLIFT|Larceny
7075|FIGHTING/DOMESTIC VIOLENCE|Domestic Violence
7076|UNLAWFUL POSSESSION OF MARIJUANA DEPRESSANT|Marijuana
7077|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7078|UNLAWFUL POSSESSION OF METH|Meth
7079|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7080|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7081|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7082|PETIT THEFT|Theft
7083|HIT AND RUN|Hit and Run
7084|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7085|NO PROOF OF INSURANCE|Insurance
7086|YIELD RIGHT OF WAY LEFT TURN|Traffic Violation
7087|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7088|POSSESSION OF FIREARM BY A FELON|Firearms
7089|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
7090|RECKLESS DRIVING|Traffic Violation
7091|RUN STOP SIGN|Traffic Violation
7092|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
7093|AGGRAVATED BATTERY|Battery
7094|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7095|ILLEGAL TAG|Traffic Violation
7096|NO PROOF OF INSURANCE|Insurance
7097|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7098|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7099|ILLEGAL TAG|Traffic Violation
7100|SPEED OVER LIMIT|Speed Limit
7101|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7102|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7103|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7104|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7105|SPEED OVER LIMIT|Speed Limit
7106|AUTO THEFT NOT RECOVERED|Theft
7107|UNLAWFUL POSSESSION OF METH|Meth
7108|RESIST/OBSTRUCT ARREST|Obstruction
7109|IDENTITY THEFT|Identity Theft
7110|PURCHASE OR CONSUMPTION OF ALCOHOL BY A MINOR|Alcohol
7111|CRIMINAL TRESPASS|Trespass
7112|POSSESSION OF PARAPHERNALIA|Misc Drugs
7113|OTHER MARIJUANA VIOLATIONS|Marijuana
7114|CRIMINAL TRESPASS|Trespass
7115|POSSESSION OF FIREARM BY A FELON|Firearms
7116|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
7117|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
7118|RESIST/OBSTRUCT ARREST|Obstruction
7119|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7120|UNLAWFUL POSSESSION OF METH|Meth
7121|STOLEN PROPERTY BUYING|Theft
7122|STOLEN PROPERTY BUYING|Theft
7123|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7124|DUI|DUI
7125|DEFECTIVE HEADLIGHT|Traffic Violation
7126|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7127|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7128|BATTERY BODILY HARM DOMESTIC|Battery
7129|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7130|POSSESSION OF MARIJUANA|Marijuana
7131|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7132|DRIVE WHILE SUSPENDED|Traffic Violation
7133|RESIST/OBSTRUCT ARREST|Obstruction
7134|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7135|POSSESSION OF MARIJUANA|Marijuana
7136|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7137|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
7138|HIT AND RUN FIXED OBJECT|Hit and Run
7139|VIOLATE DRIVERS LICENSE RESTRICTION|License
7140|INATTENTIVE DRIVING|Traffic Violation
7141|NO PROOF OF INSURANCE|Insurance
7142|UNLAWFUL POSSESSION OF METH|Meth
7143|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
7144|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
7145|STOLEN PROPERTY BUYING|Theft
7146|OBSTRUCT LEGAL PROCESS|Obstruction
7147|LARCENY B SHOPLIFT|Larceny
7148|UNLAWFUL POSSESSION OF METH|Meth
7149|VIOLATION OF PROTECTION FROM ABUSE|Court Order
7150|CRIMINAL TRESPASS|Trespass
7151|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
7152|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
7153|DUI INCAPABLE OF SAFELY OPERATING|DUI
7154|HIT AND RUN PARKED VEHICLE|Hit and Run
7155|NO DRIVER'S LICENSE|License
7156|DUI SECOND|DUI
7157|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7158|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7159|BATTERY BODILY HARM DOMESTIC|Battery
7160|LARCENY B SHOPLIFT|Larceny
7161|RESIST/OBSTRUCT ARREST|Obstruction
7162|LARCENY B SHOPLIFT|Larceny
7163|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7164|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7165|RUN STOP SIGN|Traffic Violation
7166|CRIMINAL TRESPASS|Trespass
7167|ARSON AGGRAVATED|Arson
7168|UNLAWFUL POSSESSION OF METH|Meth
7169|FAILURE TO SIGNAL TURN|Traffic Violation
7170|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7171|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7172|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7173|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7174|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7175|TAG ILLUMINATED|Traffic Violation
7176|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7177|RESIST/OBSTRUCT ARREST|Obstruction
7178|CRIMINAL CONTEMPT DOMESTIC VIOLENCE|Domestic Violence
7179|DUI INCAPABLE OF SAFELY OPERATING|DUI
7180|HIT AND RUN|Hit and Run
7181|NO PROOF OF INSURANCE|Insurance
7182|NO DRIVER'S LICENSE|License
7183|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7184|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7185|DUI INCAPABLE OF SAFELY OPERATING|DUI
7186|ROBBERY, HIGHWAY, AGGRAVATED|Robbery
7187|AGGRAVATED BATTERY|Battery
7188|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7189|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7190|RESIST POLICE/ARREST|Obstruction
7191|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7192|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7193|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7194|HIT AND RUN INJURY ACCIDENT|Hit and Run
7195|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
7196|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7197|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7198|CRIMINAL TRESPASS|Trespass
7199|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7200|BATTERY DOMESTIC VIOLENCE|Battery
7201|BATTERY BODILY HARM|Battery
7202|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
7203|BATTERY DOMESTIC VIOLENCE|Battery
7204|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
7205|LARCENY B SHOPLIFT|Larceny
7206|PETIT THEFT|Theft
7207|PETIT THEFT|Theft
7208|OTHER DESTRUCTION TO PROPERTY|Property Damage
7209|CRIMINAL TRESPASS|Trespass
7210|POSSESSION OF MARIJUANA|Marijuana
7211|TRAFFIC OF CONTRABAND IN A CORRECTIONAL INSTITUTION|Traffic Violation
7212|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
7213|LARCENY B FROM AUTO|Larceny
7214|BURGLARY NON RESIDENCE VEHICLE|Burglary
7215|LARCENY B FROM AUTO|Larceny
7216|BURGLARY NON RESIDENCE VEHICLE|Burglary
7217|STOLEN PROPERTY BUYING|Theft
7218|CRIMINAL POSSESSION OF FIREARM BY JUVENILE|Firearms
7219|CIGARETTE/TOBACCO PRODUCTS VIOLATION|Misc Drugs
7220|FIGHTING/DOMESTIC VIOLENCE|Domestic Violence
7221|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
7222|BATTERY DOMESTIC VIOLENCE|Battery
7223|BATTERY|Battery
7224|CRIMINAL TRESPASS|Trespass
7225|ILLEGAL TAG|Traffic Violation
7226|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7227|NO PROOF OF INSURANCE|Insurance
7228|CRIMINAL DISCHARGE OF FIREARM|Firearms
7229|OTHER DESTRUCTION TO PROPERTY|Property Damage
7230|INTIMIDATION|Intimidation
7231|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7232|CARELESS DRIVING ENGINEER|Traffic Violation
7233|MINORS POSSESSING, CONSUMING, PURCHASING, OBTAINING ALCOHOL/LIQUOR BEVERAGES|Alcohol
7234|AGGRAVATED BATTERY|Battery
7235|OTHER DESTRUCTION TO PROPERTY|Property Damage
7236|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
7237|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
7238|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
7239|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
7240|CRIMINAL TRESPASS|Trespass
7241|FAILURE TO COMPLY WITH BOND RESTRICTIONS|Court Order
7242|UNLAWFUL POSSESSION OF METH|Meth
7243|LARCENY B SHOPLIFT|Larceny
7244|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7245|DISORDERLY CONDUCT OFFENSIVE LANGUAGE DOMESTIC VIOLENCE|Disturbance
7246|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
7247|LARCENY B SHOPLIFT|Larceny
7248|POSSESSION OF MARIJUANA|Marijuana
7249|ARSON AGGRAVATED|Arson
7250|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
7251|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7252|FIGHTING/DOMESTIC VIOLENCE|Domestic Violence
7253|LAMPS, BRAKES, AND OTHER EQUIPMENT|Traffic Violation
7254|UNLAWFUL POSSESSION OF METH|Meth
7255|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7256|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7257|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7258|OBSTRUCT LEGAL PROCESS|Obstruction
7259|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7260|POSSESSION OF NARCOTICS|Narcotics
7261|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7262|UNLAWFUL POSSESSION OF MARIJUANA DEPRESSANT|Marijuana
7263|CRIMINAL TRESPASS|Trespass
7264|POSSESSION OR CONSUMPTION OF ALCOHOL WHILE UNDER 21 YRS OF AGE|Alcohol
7265|POSSESSION OF MARIJUANA|Marijuana
7266|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7267|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
7268|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
7269|NO PROOF OF INSURANCE|Insurance
7270|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7271|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7272|DUI INCAPABLE OF SAFELY OPERATING|DUI
7273|SPEED OVER LIMIT|Speed Limit
7274|WINDSHIELD CRACKED|Traffic Violation
7275|SPEED 30 MPH|Speed Limit
7276|NO DRIVER'S LICENSE|License
7277|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7278|INATTENTIVE DRIVING|Traffic Violation
7279|CRIMINAL TRESPASS|Trespass
7280|BATTERY BODILY HARM DOMESTIC|Battery
7281|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7282|PETIT THEFT|Theft
7283|PETIT THEFT|Theft
7284|OBSTRUCT LEGAL PROCESS|Obstruction
7285|CRIMINAL POSSESSION OF FIREARM BY JUVENILE|Firearms
7286|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7287|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7288|BATTERY|Battery
7289|POSSESSION OF MARIJUANA|Marijuana
7290|POSSESSION OF PARAPHERNALIA|Misc Drugs
7291|VIOLATION OF PROTECTIVE ORDER|Court Order
7292|UNLAWFUL POSSESSION OF METH|Meth
7293|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7294|RUNAWAY|Runaway
7295|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7296|ILLEGAL TAG|Traffic Violation
7297|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
7298|NO PROOF OF INSURANCE|Insurance
7299|AGGRAVATED ASSAULT FIREARMS|Firearms
7300|PETIT THEFT|Theft
7301|PETIT THEFT|Theft
7302|POSSESSION OF FIREARM BY A FELON|Firearms
7303|LAMPS, BRAKES, AND OTHER EQUIPMENT|Traffic Violation
7304|UNLAWFUL POSSESSION OF METH|Meth
7305|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7306|TRESPASS PRIVATE PROPERTY DEFIANCE OF ORDER DOMESTIC VIOLENCE|Court Order
7307|UNLAWFUL POSSESSION OF METH|Meth
7308|POSSESSION OF MARIJUANA|Marijuana
7309|POSSESSION OF PARAPHERNALIA|Misc Drugs
7310|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7311|RUN STOP SIGN|Traffic Violation
7312|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7313|TRESPASS PRIVATE PROPERTY DEFIANCE OF ORDER DOMESTIC VIOLENCE|Court Order
7314|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7315|NO PROOF OF INSURANCE|Insurance
7316|DOMESTIC BATTERY BODILY HARM|Battery
7317|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7318|PETIT THEFT|Theft
7319|ASSAULT, DOMESTIC VIOLENCE|Assault
7320|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
7321|CRIMINAL TRESPASS|Trespass
7322|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
7323|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
7324|RESIST/OBSTRUCT ARREST|Obstruction
7325|POSSESSION OF PARAPHERNALIA|Misc Drugs
7326|ROBBERY, COMMERCIAL HOUSE, AGGRAVATED|Robbery
7327|AGGRAVATED BATTERY|Battery
7328|DRIVE UNDER THE INFLUENCE|DUI
7329|ILLEGAL RIGHT TURN|Traffic Violation
7330|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7331|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7332|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7333|BATTERY BODILY HARM DOMESTIC|Battery
7334|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7335|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
7336|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7337|BURGLARY NON DWELLING|Burglary
7338|LARCENY B FROM AUTO|Larceny
7339|AGGRAVATED WEAPONS VIOLATION|Weapons
7340|BIKE LITES CERTAIN HOURS|Traffic Violation
7341|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7342|NO PROOF OF INSURANCE|Insurance
7343|RUN RED LIGHT|Traffic Violation
7344|UNLAWFUL POSSESSION OF METH|Meth
7345|POSSESSION OF PARAPHERNALIA|Misc Drugs
7346|NO SEAT BELT|Traffic Violation
7347|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7348|CRIMINAL TRESPASS|Trespass
7349|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
7350|POSSESSION OF FIREARM BY A FELON|Firearms
7351|RUN STOP SIGN|Traffic Violation
7352|POSSESSION OF FIREARM BY A FELON|Firearms
7353|POSSESSION OF PARAPHERNALIA|Misc Drugs
7354|DRIVE WHILE SUSPENDED|Traffic Violation
7355|LARCENY B SHOPLIFT|Larceny
7356|FRAUDULENT CHECKS, INSUFFICIENT FUNDS|Forgery
7357|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
7358|UNLAWFUL RESTRAINT|Interference
7359|CARRY CONCEALED WEAPON|Weapons
7360|OTHER WEAPONS VIOLATIONS|Weapons
7361|STOLEN PROPERTY BUYING|Theft
7362|POSSESSION OF MARIJUANA|Marijuana
7363|SALE OR POSSESS WITH INTENT TO SELL MARIJUANA WITHIN 1000 FT OF SCHOOL|Marijuana
7364|PETIT THEFT|Theft
7365|POSSESSION OF MARIJUANA|Marijuana
7366|STOLEN PROPERTY BUYING|Theft
7367|AGGRAVATED ASSAULT LAW ENFORCEMENT OFFICER|Assault
7368|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7369|RESIST/OBSTRUCT ARREST|Obstruction
7370|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7371|AUTO THEFT NOT RECOVERED|Theft
7372|FAILURE TO SIGNAL TURN|Traffic Violation
7373|RESTRICT ON LICENSE: SUSPENDED/REVOKE|License
7374|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
7375|NO PROOF OF INSURANCE|Insurance
7376|RESIST/OBSTRUCT ARREST|Obstruction
7377|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7378|CHILD ENDANGERMENT|Child Abuse
7379|CRIMINAL TRESPASS|Trespass
7380|SALE OF SEXUAL RELATIONS|Procurement
7381|WORK AS AN ESCORT WITHOUT LICENSE|Procurement
7382|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7383|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7384|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7385|RESIST/OBSTRUCT ARREST|Obstruction
7386|CRIMINAL TRESPASS|Trespass
7387|OBSTRUCT LEGAL PROCESS|Obstruction
7388|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
7389|RESIST POLICE/ARREST|Obstruction
7390|DOMESTIC BATTERY BODILY HARM|Battery
7391|UNLAWFUL RESTRAINT DOMESTIC VIOLENCE|Domestic Violence
7392|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
7393|OBSTRUCT LEGAL PROCESS|Obstruction
7394|FORCIBLE RAPE|Rape
7395|UNLAWFUL POSSESSION OF METH|Meth
7396|POSSESSION OF MARIJUANA|Marijuana
7397|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7398|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7399|POSSESSION OF PARAPHERNALIA|Misc Drugs
7400|POSSESSION OF MARIJUANA|Marijuana
7401|POSSESSION OPIATES, OPIUM OR NARCOTICS|Narcotics
7402|FAILURE TO SIGNAL TURN|Traffic Violation
7403|UNLAWFUL POSSESSION OF METH|Meth
7404|POSSESSION OF MARIJUANA|Marijuana
7405|BATTERY|Battery
7406|UNLAWFUL POSSESSION OF METH|Meth
7407|TRAFFIC LAWS APPLY TO BIKE RIDERS|Traffic Violation
7408|PETIT THEFT|Theft
7409|POSSESSION OF MARIJUANA|Marijuana
7410|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7411|RECKLESS DRIVING|Traffic Violation
7412|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
7413|CRIMINAL DAMAGE TO PROPERTY|Property Damage
7414|LARCENY B ALL OTHER|Larceny
7415|RESIST/OBSTRUCT ARREST|Obstruction
7416|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7417|STOLEN PROPERTY BUYING|Theft
7418|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
7419|BATTERY BODILY HARM|Battery
7420|PETIT THEFT|Theft
7421|UNLAWFUL POSSESSION OF METH|Meth
7422|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7423|TRAFFIC LAWS APPLY TO BIKE RIDERS|Traffic Violation
7424|VIOLATION OF PROTECTIVE ORDER|Court Order
7425|PETIT THEFT|Theft
7426|PETIT THEFT|Theft
7427|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7428|RECEIVING STOLEN PROPERTY|Theft
7429|RUNAWAY|Runaway
7430|UNLAWFUL POSSESSION OF METH|Meth
7431|POSSESSION OF PARAPHERNALIA|Misc Drugs
7432|RESIST/OBSTRUCT ARREST|Obstruction
7433|UNLAWFUL POSSESSION OF METH|Meth
7434|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7435|PETIT THEFT|Theft
7436|RUNAWAY|Runaway
7437|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
7438|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
7439|CRIMINAL DEPRIVATION OF PROPERTY|Theft
7440|DRIVE UNDER THE INFLUENCE|DUI
7441|HIT AND RUN INJURY ACCIDENT|Hit and Run
7442|DRIVE WHILE SUSPENDED|Traffic Violation
7443|KNOWINGLY DRIVE UNINSURED VEHICLE|Insurance
7444|POSSESSION OF FIREARM BY A FELON|Firearms
7445|AGGRAVATED WEAPONS VIOLATION|Weapons
7446|BATTERY DOMESTIC VIOLENCE|Battery
7447|SALE OF SEXUAL RELATIONS|Procurement
7448|SIGNAL TURN 100 FEET|Traffic Violation
7449|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7450|BATTERY BODILY HARM DOMESTIC|Battery
7451|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
7452|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7453|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7454|UNLAWFUL RESTRAINT|Interference
7455|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
7456|POSSESSION OF MARIJUANA|Marijuana
7457|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7458|POSSESSION OF MARIJUANA|Marijuana
7459|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
7460|CRIMINAL TRESPASS|Trespass
7461|BATTERY BODILY HARM DOMESTIC|Battery
7462|OBSTRUCT LEGAL PROCESS|Obstruction
7463|ROBBERY, COMMERCIAL HOUSE, AGGRAVATED|Robbery
7464|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7465|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
7466|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
7467|POSSESSION OF NARCOTICS|Narcotics
7468|POSSESSION OF PARAPHERNALIA|Misc Drugs
7469|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
7470|WINDSHIELD OBSCURED|Traffic Violation
7471|RUNAWAY|Runaway
7472|AGGRAVATED WEAPONS VIOLATION|Weapons
7473|LARCENY B SHOPLIFT|Larceny
7474|STOLEN PROPERTY BUYING|Theft
7475|CRIMINAL TRESPASS|Trespass
7476|RESIST POLICE/ARREST|Obstruction
7477|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
